GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",52918,53835,57525,60176,64949,68829,68474,64089,61704,62437,59900,59770,57855,59885,61397,68530,68005,71050,73346,78694,87125
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",24145,27281,31035,30175,37336,41301,40716,45931,42736,39401,40167,34993,40288,67145,67107,64987,84701,114559,122882,116699,128298
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",10399,13707,13532,15646,18680,17746,12709,13160,11287,10060,9673,9159,7859,7309,7260,6364,4117,3570,2951,3331,13547
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",131741,138142,138287,151226,162431,168185,186497,172552,195962,189056,214528,202739,222020,231100,236083,241930,228698,228092,253770,245281,254667
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",25604,29659,30619,33445,34102,30330,28717,21019,25246,28230,24242,30218,29874,34111,33570,32050,28483,29956,30800,29125,33825
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",106137,108483,107668,117781,128329,137854,157780,151533,170716,160825,190287,172521,192146,196990,202513,209880,200215,198136,222970,216156,220842
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",35422,36051,38372,56355,70988,77492,87660,95072,101815,105696,118545,127193,123211,124467,122224,126342,137423,143574,145883,149429,162708
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",14587,14830,16848,23673,39043,44053,52950,58635,64021,66723,70416,69554,67552,68729,67147,68214,76104,71693,62310,63173,60785
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",9384,10536,9747,14333,12055,13254,13738,14362,15974,17419,24944,24430,24282,25537,25185,26431,22978,31339,32222,31689,39271
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",11451,10685,11777,18350,19889,20185,20971,22075,21820,21554,23186,33209,31377,30201,29892,31696,38340,40541,51351,54567,62651
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",59342,66597,76735,86930,95074,96603,106422,110834,122945,132778,135569,135335,133063,132224,134202,143265,151553,154471,159407,145106,162761
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",37973,42417,50152,58528,65162,66111,73835,76572,88072,96799,101731,101893,96561,92422,90833,95282,102154,101723,112685,96561,108610
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",21369,24180,26583,28401,29911,30491,32587,34262,34874,35979,33837,33443,36502,39803,43369,47983,49400,52749,46722,48545,54151
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",18554,19297,20529,20908,22485,24364,26249,25685,27067,30287,33855,39539,41473,42776,42930,41700,42533,41031,42016,36453,44823
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",1101,(D),1162,582,518,389,692,648,687,938,714,869,686,612,595,470,545,574,746,610,748
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",17453,(D),19367,20327,21967,23974,25557,25037,26380,29349,33141,38670,40788,42164,42336,41230,41988,40457,41270,35843,44075
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",30554,33796,32627,78834,132807,195709,161924,124304,136831,166353,163419,151419,127288,91470,55841,35661,35557,37264,37839,38986,40205
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",675681,717992,769753,781024,855765,923598,1025574,1172916,1208194,1220328,1241269,1254695,1203404,1219319,1225937,1232484,1278755,1331067,1376133,1442895,1513648
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",37738,29504,31003,42906,42631,25700,29972,32636,28572,32975,18692,15205,54100,46411,64877,52440,60817,65135,53207,17705,80248
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",72827,70937,72613,75546,79802,82281,82168,78782,75770,76408,72511,72544,69045,70048,71781,79346,77658,80970,82272,88136,98905
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",29707,34018,36730,36555,43228,47382,46276,51379,48589,45393,46395,40932,46739,74432,74782,72943,93197,123314,131650,126733,138806
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",351311,385667,419238,474784,561883,580409,563145,604276,642152,750032,666732,680671,777840,651103,759051,709319,672733,563264,574788,508625,595315
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",413628,437174,477076,546095,633994,647126,637512,674612,714397,831585,727681,733503,872329,739288,864100,811318,777177,673098,673775,575701,717044
 "37120","Ozark, AL (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",388545,412546,429424,522000,625495,709761,709905,671769,720267,756031,794494,778861,770699,773828,745103,747551,770735,812286,855789,833456,916422
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",3822705,3671402,3804713,3959963,4264035,4571557,4605794,4813229,4797651,5013147,5080747,4961186,5203116,5387129,5524584,5515252,5464939,5523313,5803135,5687609,6529091
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",3507921,3313309,3435982,3577062,3856795,4138865,4162892,4369827,4351359,4547025,4628744,4501094,4726837,4893938,5029088,5023955,4972693,5016631,5292547,5191091,6012992
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",42411,(D),51798,78035,72456,(D),(D),(D),(D),(D),(D),(D),100047,(D),(D),(D),(D),(D),(D),(D),88527
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",36839,36297,39907,43829,48116,67643,73508,65966,65798,67535,79881,68534,81618,(D),67740,61816,66074,64404,66165,76976,(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",457963,(D),440951,(D),(D),(D),(D),(D),540320,613022,621271,537963,545816,583868,(D),(D),(D),(D),489167,(D),(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),187949,216548,(D),202625,194155,180139,217225,210546,236359
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),706838,690491,742990,728608,725109,634369,660826,603888,452982,350534,321044,277712,(D),(D),(D),319174
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),132534,132943,137469,(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),333756,413261,501118,576240,643640,(D),(D),(D),801535
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",256450,270991,291947,296916,(D),(D),322885,315978,316030,328988,335509,332334,338524,337293,349546,358991,358862,360580,378698,413229,468878
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",277664,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),621411,(D),850764,752352,(D),652661,624244,647636,756140
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),137249,(D),166851,(D),176034,177037,191322,186391,192416
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",353433,382251,390676,395348,430806,452476,452070,449449,494634,505197,549543,563650,584749,580578,635077,629464,618724,658778,720791,721974,763828
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",(D),110129,(D),(D),117411,(D),113038,107200,113301,115649,(D),134431,139538,149996,174278,183527,185666,199854,199728,196570,212222
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",(D),272122,(D),(D),313395,(D),339032,342249,381333,389548,(D),429219,445211,430582,460799,445937,433058,458924,521063,525404,551606
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",(D),(D),(D),(D),280402,278915,282497,282492,(D),362547,(D),342148,(D),(D),(D),(D),(D),(D),(D),441870,(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",108859,119995,121083,126258,(D),(D),121362,(D),121583,(D),129578,(D),132009,147947,(D),(D),(D),(D),(D),274736,(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",24243,27401,24048,26436,(D),(D),(D),(D),(D),(D),(D),(D),28004,66048,64500,70517,26718,27545,29323,27498,(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",(D),(D),(D),(D),119348,122376,(D),(D),(D),(D),(D),(D),(D),(D),161623,149864,138594,138052,141149,139637,(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",370871,391756,405913,422200,427233,434727,(D),493736,(D),531226,(D),568726,580431,590024,628645,678264,691829,727627,768162,732830,790560
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),(D),(D),12782,11280,(D),(D),(D),(D),(D),13360,12638,12528,12004,11565,11590,11754,(D),11375,12821
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),(D),(D),414452,423447,(D),(D),(D),(D),(D),555366,567792,577496,616641,666699,680239,715873,(D),721455,777740
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",165061,172546,178441,192653,201498,(D),(D),(D),(D),(D),200171,205680,205996,215584,230267,233853,235268,225686,243611,217304,278599
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),65312,69034,69040,65136,55625,(D),34819,24217,30017
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),140684,146550,161227,168717,179643,(D),208791,193087,248582
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",(D),(D),82754,84679,(D),85824,86067,83935,85951,87537,(D),(D),(D),89157,91377,93230,(D),(D),(D),(D),114014
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",314784,358094,368731,382901,407240,432692,442901,443402,446292,466122,452002,460092,476279,493191,495496,491297,492246,506682,510589,496518,516099
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",79250,(D),91705,121864,120572,(D),(D),(D),(D),(D),(D),(D),181665,116370,(D),(D),(D),(D),(D),(D),(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",(D),(D),(D),(D),527263,539923,(D),(D),(D),(D),(D),(D),672280,750554,850664,935231,1002503,(D),(D),(D),1270413
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",735628,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1167228,(D),(D),(D),(D),(D),1113411,(D),(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),741137,(D),517385,(D),453747,(D),(D),(D),511589
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",1074094,(D),825002,808270,937630,1056591,(D),(D),1048637,1020283,963585,979299,973502,785899,(D),(D),(D),(D),(D),(D),(D)
 "37140","Paducah, KY-IL (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",2433827,(D),2610980,2768792,2919165,3082274,(D),(D),3302722,3526742,3665160,3521795,3753335,4108039,(D),(D),(D),(D),(D),(D),(D)
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",714534,786094,868583,1039385,1160405,1268854,1349046,1380004,1379046,1577213,1543084,1551911,1492739,1494867,1463605,1490051,1684002,1765235,1841570,1950644,2208807
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",621251,690778,765927,927833,1045025,1141506,1213410,1230099,1225058,1417573,1390405,1414922,1353694,1347328,1316086,1336207,1530241,1604085,1671227,1772624,2028580
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",12258,1211,2819,25170,(D),25765,76615,(D),(D),78451,(D),108915,116323,113405,(D),66015,88017,92177,75901,58780,80204
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",107705,111068,128408,156189,168763,241889,247393,304803,289576,366796,416639,401367,317923,270563,216768,245123,317026,283289,288378,371030,447054
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",8500,8720,8123,8843,8760,9749,11509,(D),(D),13832,(D),13960,16375,17089,(D),29060,29230,36934,27931,35424,50282
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",35004,40679,41113,58764,73310,71984,64820,43786,45001,42290,62934,40799,52364,46282,51967,57451,68324,75520,73485,73197,89008
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",14855,12708,14170,24229,24104,21727,17566,18146,14469,14872,16843,21370,20735,29352,30671,30790,36055,30955,36568,36117,42407
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",2757,3276,3346,5499,9949,(D),9614,7859,5573,4842,5837,10350,9537,10732,13752,20425,26934,20961,21721,21907,15346
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",12099,9433,10824,18730,14155,(D),7952,10286,8896,10031,11006,11019,11198,18620,16918,10365,9121,9993,14848,14210,27061
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",7975,7364,7705,8377,11012,11989,12650,13247,10796,11492,10612,8545,11666,14159,17464,21767,30013,31453,33111,31274,35856
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",48369,50647,54103,55003,66545,76119,78899,79793,146922,207286,91618,76264,80519,86274,93182,98590,103186,108822,119710,133662,156031
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",5205,5595,(D),(D),(D),(D),16458,12045,10197,12614,18622,16525,15298,15991,16348,16188,16694,18761,18985,37424,37622
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",9608,9372,8773,9156,11128,12055,13668,14043,13872,14220,14426,17081,18206,19414,21978,25701,27472,31814,33183,41889,50742
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",110901,124086,120858,138407,149361,166775,175497,178318,174164,181658,190892,228616,228975,246585,269645,242055,271631,275997,277436,309246,323242
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",20291,23742,22231,19328,23496,14779,12863,11445,12806,13398,11603,19861,17630,18295,18996,18358,18013,21124,24281,42259,44698
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",90610,100344,98627,119078,125864,151996,162634,166873,161358,168259,179289,208755,211345,228290,250650,223697,253618,254873,253155,266987,278544
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",168696,217038,267472,317879,348516,333320,331400,(D),(D),317708,319050,308755,299238,302594,(D),297143,332339,395868,442010,435240,477217
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",112161,156892,206215,215492,256385,237260,215105,205720,188634,183058,185083,178166,165062,161364,164639,159653,177690,214477,262023,255010,275099
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",19151,20004,(D),(D),39355,32978,44529,(D),(D),47831,43499,46426,53069,57916,(D),54778,61359,85861,81291,81502,98680
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",37384,40141,(D),(D),52776,63083,71765,72516,72552,86818,90469,84163,81107,83313,82514,82712,93291,95530,98696,98727,103438
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",14462,17381,(D),(D),25191,(D),39028,43011,45396,46940,(D),57051,57172,64971,70940,73783,71920,73082,80433,86284,91480
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",(D),(D),(D),(D),2604,(D),(D),6596,6917,(D),(D),(D),(D),9478,10141,11203,11553,13333,(D),(D),(D)
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",(D),(D),(D),(D),22587,(D),(D),36416,38478,(D),43065,(D),(D),55493,60800,62581,60368,59750,(D),(D),(D)
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",61837,67130,71324,78354,93171,104199,106506,96937,91452,91747,94518,94473,97589,97256,105878,109750,115382,123625,136990,96826,118660
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",26479,29746,33602,33249,43013,49277,52388,45122,41099,38119,38318,35576,37868,37160,40564,41190,47409,50108,56935,39001,48955
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",35358,37383,37722,45105,50158,54922,54118,51815,50352,53629,56200,58897,59722,60096,65314,68560,67973,73517,80055,57826,69705
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",15874,17779,16289,16106,19242,21721,21400,20520,18855,17667,16069,21204,21310,23392,22478,22791,22951,25789,27108,26230,28776
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",93283,95317,102656,111553,115380,127348,135637,149905,153988,159640,152679,136988,139044,147539,147520,153844,153761,161150,170343,178020,180227
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",119963,112279,131227,181359,(D),267654,324008,(D),(D),445247,(D),510282,434246,383968,(D),311138,405043,375465,364279,429811,527258
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",56344,58011,61808,63380,77558,88107,91549,93040,157718,218777,102229,84809,92185,100433,110646,120356,133200,140275,152821,164936,191887
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",13705,14315,(D),(D),(D),(D),27967,(D),(D),26446,(D),30484,31673,33080,(D),45247,45924,55695,46915,72848,87904
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",24463,22081,22943,33384,35232,33782,31234,32189,28341,29093,31269,38450,38941,48766,52649,56491,63527,62769,69751,78006,93148
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",169823,165666,186509,264351,(D),361365,406394,(D),(D),502409,(D),572450,507346,459603,(D),399379,509422,481940,474332,539125,658673
 "37220","Pahrump, NV (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",451429,525111,579418,663482,(D),780140,807015,(D),(D),915163,(D),842472,846349,887725,(D),936828,1020819,1122146,1196895,1233499,1369907
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",1710589,1731641,1824459,1891332,1998583,2218463,2331696,2338046,2206576,2308183,2304152,2153938,2116911,2109576,2112295,2144630,2162433,2252459,2314679,2357071,2584846
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",1467478,1495464,1574738,1625297,1742550,1944829,2015052,2019378,1882765,1979358,1981751,1837201,1796198,1785765,1797380,1834724,1853054,1951691,2016832,2039523,2257878
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",44401,40183,41307,47029,43200,37719,35509,33448,31972,39386,30270,35271,27905,27559,34933,34688,33787,33922,28782,33158,25732
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",6099,7634,8298,10917,14527,14050,13211,13984,5616,7052,16901,8714,17736,14131,12979,14327,14138,14958,12162,15074,15372
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",481436,458967,452220,476515,496014,603194,613458,618980,596860,671639,652859,601255,584702,596275,515958,485280,498708,492716,464436,(D),508002
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",115471,92316,118298,64712,68391,74683,71198,56238,54752,51941,56086,60048,42997,42575,47721,47872,49173,57667,61703,75280,126936
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",232358,227695,233785,249590,262995,276738,227710,233760,180150,210682,232722,257220,252091,229868,260372,266784,243962,272372,285311,285489,281644
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),46139,49601,55642,58244,61051,62395,63959,68451,72002
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),205953,180267,204730,208540,182911,209976,221353,217038,209641
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",16052,18689,22902,27433,32906,37612,38218,37174,35470,34053,25950,26320,29083,30228,33503,32492,33540,39038,39652,37349,39227
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",112129,115307,126007,127065,127376,138006,139061,128872,130316,127666,122235,122174,125530,125937,132353,144269,153608,155288,158141,166696,188944
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",31715,28737,31069,34625,34340,37447,35579,38051,43023,47290,46264,44700,43041,44535,46350,37714,50970,58831,61973,48555,49391
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",9216,9656,10537,13331,14779,15920,17621,15627,14732,13437,15511,15116,14544,13161,13161,14133,14470,14110,14721,15332,18362
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",249662,302683,315039,349189,401066,447392,521685,538095,484211,459776,470401,344615,335111,329573,356224,406312,396535,449609,509973,561017,612251
 "37260","Palatka, FL (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",30272,30610,31549,31436,35764,43510,52949,51527,49060,47121,48747,26185,26708,26558,28625,28586,30306,33112,32839,33992,35223
